batch value control marker flagged_batch batch_effect cols type
PTLG027 0.6287999749183655 Unstim_Control_1 CD8a none 0 #AEAEAE EMD
PTLG027 0.7856001853942871 Unstim_Control_2 CD8a none 0 #AEAEAE EMD
PTLG028 0.2693498730659485 IFNa_LPS_Control_1 CD8a none 0 #AEAEAE EMD
PTLG028 0.4428999423980713 IFNa_LPS_Control_2 CD8a none 0 #AEAEAE EMD
PTLG028 0.3535996675491333 Unstim_Control_1 CD8a none 0 #AEAEAE EMD
PTLG028 0.3161499798297882 Unstim_Control_2 CD8a none 0 #AEAEAE EMD
PTLG030 0.46509939432144165 IFNa_LPS_Control_1 CD8a none 0 #AEAEAE EMD
PTLG030 0.38499951362609863 IFNa_LPS_Control_2 CD8a none 0 #AEAEAE EMD
PTLG030 0.4246003031730652 Unstim_Control_1 CD8a none 0 #AEAEAE EMD
PTLG030 0.2919001579284668 Unstim_Control_2 CD8a none 0 #AEAEAE EMD
PTLG031 0.26744893193244934 IFNa_LPS_Control_1 CD8a none 0 #AEAEAE EMD
PTLG031 0.6866492629051208 IFNa_LPS_Control_2 CD8a none 0 #AEAEAE EMD
PTLG031 0.40669986605644226 Unstim_Control_1 CD8a none 0 #AEAEAE EMD
PTLG031 0.3039999306201935 Unstim_Control_2 CD8a none 0 #AEAEAE EMD
PTLG032 0.32864993810653687 IFNa_LPS_Control_1 CD8a none 0 #AEAEAE EMD
PTLG032 0.8456994295120239 IFNa_LPS_Control_2 CD8a none 0 #AEAEAE EMD
PTLG032 0.5465996861457825 Unstim_Control_1 CD8a none 0 #AEAEAE EMD
PTLG032 0.42340004444122314 Unstim_Control_2 CD8a none 0 #AEAEAE EMD
PTLG033 0.30925029516220093 IFNa_LPS_Control_1 CD8a none 0 #AEAEAE EMD
PTLG033 0.5168998837471008 IFNa_LPS_Control_2 CD8a none 0 #AEAEAE EMD
PTLG033 0.43075019121170044 Unstim_Control_1 CD8a none 0 #AEAEAE EMD
PTLG033 0.32424992322921753 Unstim_Control_2 CD8a none 0 #AEAEAE EMD
PTLG034 0.4043000042438507 IFNa_LPS_Control_1 CD8a none 0 #AEAEAE EMD
PTLG034 0.4289492070674896 IFNa_LPS_Control_2 CD8a none 0 #AEAEAE EMD
PTLG034 0.41374969482421875 Unstim_Control_1 CD8a none 0 #AEAEAE EMD
PTLG034 0.3554496169090271 Unstim_Control_2 CD8a none 0 #AEAEAE EMD
PTLG021 0.42729997634887695 IFNa_LPS_Control_1 CD11c none 0 #AEAEAE EMD
PTLG021 0.7635999321937561 IFNa_LPS_Control_2 CD11c none 0 #AEAEAE EMD
PTLG021 0.6783000826835632 Unstim_Control_1 CD11c none 0 #AEAEAE EMD
PTLG021 1.3159499168395996 Unstim_Control_2 CD11c none 0 #AEAEAE EMD
PTLG025 0.45404964685440063 IFNa_LPS_Control_1 CD11c none 0 #AEAEAE EMD
PTLG025 0.7232999801635742 IFNa_LPS_Control_2 CD11c none 0 #AEAEAE EMD
PTLG025 0.6824500560760498 Unstim_Control_1 CD11c none 0 #AEAEAE EMD
PTLG025 0.8028000593185425 Unstim_Control_2 CD11c none 0 #AEAEAE EMD
PTLG026 0.32304948568344116 IFNa_LPS_Control_1 CD11c none 0 #AEAEAE EMD
PTLG026 0.3387998342514038 IFNa_LPS_Control_2 CD11c none 0 #AEAEAE EMD
PTLG026 0.7135000228881836 Unstim_Control_1 CD11c none 0 #AEAEAE EMD
PTLG026 0.8731999397277832 Unstim_Control_2 CD11c none 0 #AEAEAE EMD
PTLG027 0.34314996004104614 IFNa_LPS_Control_1 CD11c none 0 #AEAEAE EMD
PTLG027 0.44019994139671326 IFNa_LPS_Control_2 CD11c none 0 #AEAEAE EMD
PTLG027 0.8037000298500061 Unstim_Control_1 CD11c none 0 #AEAEAE EMD
PTLG027 0.8688000440597534 Unstim_Control_2 CD11c none 0 #AEAEAE EMD
PTLG028 0.24139994382858276 IFNa_LPS_Control_1 CD11c none 0 #AEAEAE EMD
PTLG028 0.3731001019477844 IFNa_LPS_Control_2 CD11c none 0 #AEAEAE EMD
PTLG028 0.5354500412940979 Unstim_Control_1 CD11c none 0 #AEAEAE EMD
PTLG028 0.6235500574111938 Unstim_Control_2 CD11c none 0 #AEAEAE EMD
PTLG030 0.34044966101646423 IFNa_LPS_Control_1 CD11c none 0 #AEAEAE EMD
PTLG030 0.2919500470161438 IFNa_LPS_Control_2 CD11c none 0 #AEAEAE EMD
PTLG030 0.554949939250946 Unstim_Control_1 CD11c none 0 #AEAEAE EMD
PTLG030 0.6548501253128052 Unstim_Control_2 CD11c none 0 #AEAEAE EMD
PTLG031 0.3780997097492218 IFNa_LPS_Control_1 CD11c none 0 #AEAEAE EMD
PTLG031 0.9304000735282898 IFNa_LPS_Control_2 CD11c none 0 #AEAEAE EMD
PTLG031 0.6048499941825867 Unstim_Control_1 CD11c none 0 #AEAEAE EMD
PTLG031 0.9199496507644653 Unstim_Control_2 CD11c none 0 #AEAEAE EMD
PTLG032 0.31164976954460144 IFNa_LPS_Control_1 CD11c none 0 #AEAEAE EMD
PTLG032 0.44019994139671326 IFNa_LPS_Control_2 CD11c none 0 #AEAEAE EMD
PTLG032 0.5079500079154968 Unstim_Control_1 CD11c none 0 #AEAEAE EMD
PTLG032 0.6548501253128052 Unstim_Control_2 CD11c none 0 #AEAEAE EMD
PTLG033 0.29840001463890076 IFNa_LPS_Control_1 CD11c none 0 #AEAEAE EMD
PTLG033 0.6289000511169434 IFNa_LPS_Control_2 CD11c none 0 #AEAEAE EMD
PTLG033 1.2160500288009644 Unstim_Control_1 CD11c none 0 #AEAEAE EMD
PTLG033 0.9165500998497009 Unstim_Control_2 CD11c none 0 #AEAEAE EMD
PTLG034 0.2401997447013855 IFNa_LPS_Control_1 CD11c none 0 #AEAEAE EMD
PTLG034 0.4028000831604004 IFNa_LPS_Control_2 CD11c none 0 #AEAEAE EMD
PTLG034 0.9186501502990723 Unstim_Control_1 CD11c none 0 #AEAEAE EMD
PTLG034 0.6912499070167542 Unstim_Control_2 CD11c none 0 #AEAEAE EMD
PTLG021 0.19370032846927643 IFNa_LPS_Control_1 CD123 none 0 #AEAEAE EMD
PTLG021 0.1870996654033661 IFNa_LPS_Control_2 CD123 none 0 #AEAEAE EMD
PTLG021 0.22040072083473206 Unstim_Control_1 CD123 none 0 #AEAEAE EMD
PTLG021 0.19250015914440155 Unstim_Control_2 CD123 none 0 #AEAEAE EMD
PTLG025 0.1821012794971466 IFNa_LPS_Control_1 CD123 none 0 #AEAEAE EMD
PTLG025 0.19865013659000397 IFNa_LPS_Control_2 CD123 none 0 #AEAEAE EMD
PTLG025 0.1940498948097229 Unstim_Control_1 CD123 none 0 #AEAEAE EMD
PTLG025 0.15424995124340057 Unstim_Control_2 CD123 none 0 #AEAEAE EMD
PTLG026 0.2617000639438629 IFNa_LPS_Control_1 CD123 none 0 #AEAEAE EMD
PTLG026 0.1935502290725708 IFNa_LPS_Control_2 CD123 none 0 #AEAEAE EMD
PTLG026 0.31265056133270264 Unstim_Control_1 CD123 none 0 #AEAEAE EMD
PTLG026 0.20850013196468353 Unstim_Control_2 CD123 none 0 #AEAEAE EMD
PTLG027 0.1821012794971466 IFNa_LPS_Control_1 CD123 none 0 #AEAEAE EMD
PTLG027 0.19040004909038544 IFNa_LPS_Control_2 CD123 none 0 #AEAEAE EMD
PTLG027 0.24865035712718964 Unstim_Control_1 CD123 none 0 #AEAEAE EMD
PTLG027 0.17874981462955475 Unstim_Control_2 CD123 none 0 #AEAEAE EMD
PTLG028 0.1384497731924057 IFNa_LPS_Control_1 CD123 none 0 #AEAEAE EMD
PTLG028 0.16109909117221832 IFNa_LPS_Control_2 CD123 none 0 #AEAEAE EMD
PTLG028 0.18980015814304352 Unstim_Control_1 CD123 none 0 #AEAEAE EMD
PTLG028 0.1597996950149536 Unstim_Control_2 CD123 none 0 #AEAEAE EMD
PTLG030 0.1786501705646515 IFNa_LPS_Control_1 CD123 none 0 #AEAEAE EMD
PTLG030 0.19040004909038544 IFNa_LPS_Control_2 CD123 none 0 #AEAEAE EMD
PTLG030 0.21769994497299194 Unstim_Control_1 CD123 none 0 #AEAEAE EMD
PTLG030 0.19540010392665863 Unstim_Control_2 CD123 none 0 #AEAEAE EMD
PTLG031 0.22675009071826935 IFNa_LPS_Control_1 CD123 none 0 #AEAEAE EMD
PTLG031 0.18925002217292786 IFNa_LPS_Control_2 CD123 none 0 #AEAEAE EMD
PTLG031 0.21769994497299194 Unstim_Control_1 CD123 none 0 #AEAEAE EMD
PTLG031 0.17874981462955475 Unstim_Control_2 CD123 none 0 #AEAEAE EMD
PTLG032 0.14824971556663513 IFNa_LPS_Control_1 CD123 none 0 #AEAEAE EMD
PTLG032 0.12779968976974487 IFNa_LPS_Control_2 CD123 none 0 #AEAEAE EMD
PTLG032 0.15050043165683746 Unstim_Control_1 CD123 none 0 #AEAEAE EMD
PTLG032 0.1346498280763626 Unstim_Control_2 CD123 none 0 #AEAEAE EMD
PTLG033 0.19059981405735016 IFNa_LPS_Control_1 CD123 none 0 #AEAEAE EMD
PTLG033 0.23995055258274078 IFNa_LPS_Control_2 CD123 none 0 #AEAEAE EMD
PTLG033 0.3020494878292084 Unstim_Control_1 CD123 none 0 #AEAEAE EMD
PTLG033 0.23179848492145538 Unstim_Control_2 CD123 none 0 #AEAEAE EMD
PTLG034 0.17965026199817657 IFNa_LPS_Control_1 CD123 none 0 #AEAEAE EMD
PTLG034 0.16109909117221832 IFNa_LPS_Control_2 CD123 none 0 #AEAEAE EMD
PTLG034 0.18140026926994324 Unstim_Control_1 CD123 none 0 #AEAEAE EMD
PTLG034 0.12280004471540451 Unstim_Control_2 CD123 none 0 #AEAEAE EMD
PTLG021 0.591200053691864 IFNa_LPS_Control_1 CREB none 0 #AEAEAE EMD
PTLG021 0.7349500060081482 IFNa_LPS_Control_2 CREB none 0 #AEAEAE EMD
PTLG021 0.3625500202178955 Unstim_Control_1 CREB none 0 #AEAEAE EMD
PTLG021 0.324150025844574 Unstim_Control_2 CREB none 0 #AEAEAE EMD
PTLG025 0.4873500168323517 IFNa_LPS_Control_1 CREB none 0 #AEAEAE EMD
PTLG025 0.7662500143051147 IFNa_LPS_Control_2 CREB none 0 #AEAEAE EMD
PTLG025 0.5173500776290894 Unstim_Control_1 CREB none 0 #AEAEAE EMD
PTLG025 0.450749933719635 Unstim_Control_2 CREB none 0 #AEAEAE EMD
PTLG026 0.4496500492095947 IFNa_LPS_Control_1 CREB none 0 #AEAEAE EMD
PTLG026 0.6507996320724487 IFNa_LPS_Control_2 CREB none 0 #AEAEAE EMD
PTLG026 0.7069498896598816 Unstim_Control_1 CREB none 0 #AEAEAE EMD
PTLG026 0.5793999433517456 Unstim_Control_2 CREB none 0 #AEAEAE EMD
PTLG027 0.591200053691864 IFNa_LPS_Control_1 CREB none 0 #AEAEAE EMD
PTLG027 0.7349500060081482 IFNa_LPS_Control_2 CREB none 0 #AEAEAE EMD
PTLG027 0.4321003258228302 Unstim_Control_1 CREB none 0 #AEAEAE EMD
PTLG027 0.3213503658771515 Unstim_Control_2 CREB none 0 #AEAEAE EMD
PTLG028 1.090000033378601 IFNa_LPS_Control_1 CREB none 0 #AEAEAE EMD
PTLG028 0.8309500217437744 IFNa_LPS_Control_2 CREB none 0 #AEAEAE EMD
PTLG028 0.3671001195907593 Unstim_Control_1 CREB none 0 #AEAEAE EMD
PTLG028 0.3213503658771515 Unstim_Control_2 CREB none 0 #AEAEAE EMD
PTLG030 1.436400055885315 IFNa_LPS_Control_1 CREB none 0 #AEAEAE EMD
PTLG030 1.2465499639511108 IFNa_LPS_Control_2 CREB none 0 #AEAEAE EMD
PTLG030 0.4259502589702606 Unstim_Control_1 CREB none 0 #AEAEAE EMD
PTLG030 0.450749933719635 Unstim_Control_2 CREB none 0 #AEAEAE EMD
PTLG031 0.4650000333786011 IFNa_LPS_Control_1 CREB none 0 #AEAEAE EMD
PTLG031 1.0328994989395142 IFNa_LPS_Control_2 CREB none 0 #AEAEAE EMD
PTLG031 0.4207000732421875 Unstim_Control_1 CREB none 0 #AEAEAE EMD
PTLG031 0.47895026206970215 Unstim_Control_2 CREB none 0 #AEAEAE EMD
PTLG032 0.4873500168323517 IFNa_LPS_Control_1 CREB none 0 #AEAEAE EMD
PTLG032 0.7522999048233032 IFNa_LPS_Control_2 CREB none 0 #AEAEAE EMD
PTLG032 0.37284961342811584 Unstim_Control_1 CREB none 0 #AEAEAE EMD
PTLG032 0.28290000557899475 Unstim_Control_2 CREB none 0 #AEAEAE EMD
PTLG033 4.113699913024902 IFNa_LPS_Control_1 CREB PTLG033 1 #8E000C EMD
PTLG033 2.6875 IFNa_LPS_Control_2 CREB none 0 #AEAEAE EMD
PTLG033 1.2376999855041504 Unstim_Control_1 CREB none 0 #AEAEAE EMD
PTLG033 1.1381498575210571 Unstim_Control_2 CREB none 0 #AEAEAE EMD
PTLG034 4.141600131988525 IFNa_LPS_Control_1 CREB PTLG034 1 #8E000C EMD
PTLG034 2.4292500019073486 IFNa_LPS_Control_2 CREB none 0 #AEAEAE EMD
PTLG034 1.1083999872207642 Unstim_Control_1 CREB none 0 #AEAEAE EMD
PTLG034 1.1088000535964966 Unstim_Control_2 CREB none 0 #AEAEAE EMD
PTLG021 0.7561500668525696 IFNa_LPS_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG021 0.7398502826690674 IFNa_LPS_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG021 0.5344500541687012 Unstim_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG021 0.6472499370574951 Unstim_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG025 0.6206499934196472 IFNa_LPS_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG025 0.5191500782966614 IFNa_LPS_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG025 0.4316001534461975 Unstim_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG025 0.41580018401145935 Unstim_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG026 0.6773499250411987 IFNa_LPS_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG026 0.6244499683380127 IFNa_LPS_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG026 0.6916999220848083 Unstim_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG026 0.66839998960495 Unstim_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG027 0.6644496917724609 IFNa_LPS_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG027 0.7239001393318176 IFNa_LPS_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG027 0.4289504289627075 Unstim_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG027 0.41580018401145935 Unstim_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG028 0.7561500668525696 IFNa_LPS_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG028 0.44865018129348755 IFNa_LPS_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG028 0.5227999091148376 Unstim_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG028 0.3880501687526703 Unstim_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG030 0.663349986076355 IFNa_LPS_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG030 0.41895022988319397 IFNa_LPS_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG030 0.4499499797821045 Unstim_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG030 0.367900013923645 Unstim_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG031 1.0624998807907104 IFNa_LPS_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG031 1.1758999824523926 IFNa_LPS_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG031 1.1154001951217651 Unstim_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG031 0.9497495889663696 Unstim_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG032 1.1344000101089478 IFNa_LPS_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG032 1.1324000358581543 IFNa_LPS_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG032 0.818850576877594 Unstim_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG032 0.8005996346473694 Unstim_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG033 0.9428001046180725 IFNa_LPS_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG033 0.6244499683380127 IFNa_LPS_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG033 0.6919501423835754 Unstim_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG033 0.4636002480983734 Unstim_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG034 1.1584500074386597 IFNa_LPS_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG034 0.742749810218811 IFNa_LPS_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG034 0.5222500562667847 Unstim_Control_1 STAT5 none 0 #AEAEAE EMD
PTLG034 0.4636002480983734 Unstim_Control_2 STAT5 none 0 #AEAEAE EMD
PTLG021 0.8210002183914185 IFNa_LPS_Control_1 p38 none 0 #AEAEAE EMD
PTLG021 0.8551498651504517 IFNa_LPS_Control_2 p38 none 0 #AEAEAE EMD
PTLG021 0.22365039587020874 Unstim_Control_1 p38 none 0 #AEAEAE EMD
PTLG021 0.25294962525367737 Unstim_Control_2 p38 none 0 #AEAEAE EMD
PTLG025 0.6637001633644104 IFNa_LPS_Control_1 p38 none 0 #AEAEAE EMD
PTLG025 1.0594500303268433 IFNa_LPS_Control_2 p38 none 0 #AEAEAE EMD
PTLG025 0.2387997955083847 Unstim_Control_1 p38 none 0 #AEAEAE EMD
PTLG025 0.25365009903907776 Unstim_Control_2 p38 none 0 #AEAEAE EMD
PTLG026 0.9618002772331238 IFNa_LPS_Control_1 p38 none 0 #AEAEAE EMD
PTLG026 1.0367497205734253 IFNa_LPS_Control_2 p38 none 0 #AEAEAE EMD
PTLG026 0.31195002794265747 Unstim_Control_1 p38 none 0 #AEAEAE EMD
PTLG026 0.3340997099876404 Unstim_Control_2 p38 none 0 #AEAEAE EMD
PTLG027 0.5796999931335449 IFNa_LPS_Control_1 p38 none 0 #AEAEAE EMD
PTLG027 0.7410499453544617 IFNa_LPS_Control_2 p38 none 0 #AEAEAE EMD
PTLG027 0.22785025835037231 Unstim_Control_1 p38 none 0 #AEAEAE EMD
PTLG027 0.20680047571659088 Unstim_Control_2 p38 none 0 #AEAEAE EMD
PTLG028 0.7667498588562012 IFNa_LPS_Control_1 p38 none 0 #AEAEAE EMD
PTLG028 0.8551498651504517 IFNa_LPS_Control_2 p38 none 0 #AEAEAE EMD
PTLG028 0.21400007605552673 Unstim_Control_1 p38 none 0 #AEAEAE EMD
PTLG028 0.27085041999816895 Unstim_Control_2 p38 none 0 #AEAEAE EMD
PTLG030 0.7911496758460999 IFNa_LPS_Control_1 p38 none 0 #AEAEAE EMD
PTLG030 0.7677001357078552 IFNa_LPS_Control_2 p38 none 0 #AEAEAE EMD
PTLG030 0.2775000035762787 Unstim_Control_1 p38 none 0 #AEAEAE EMD
PTLG030 0.2918502688407898 Unstim_Control_2 p38 none 0 #AEAEAE EMD
PTLG031 0.6596500873565674 IFNa_LPS_Control_1 p38 none 0 #AEAEAE EMD
PTLG031 1.0899502038955688 IFNa_LPS_Control_2 p38 none 0 #AEAEAE EMD
PTLG031 0.3397998809814453 Unstim_Control_1 p38 none 0 #AEAEAE EMD
PTLG031 0.3317507803440094 Unstim_Control_2 p38 none 0 #AEAEAE EMD
PTLG032 0.7130498886108398 IFNa_LPS_Control_1 p38 none 0 #AEAEAE EMD
PTLG032 0.9667496681213379 IFNa_LPS_Control_2 p38 none 0 #AEAEAE EMD
PTLG032 0.24430005252361298 Unstim_Control_1 p38 none 0 #AEAEAE EMD
PTLG032 0.2861509323120117 Unstim_Control_2 p38 none 0 #AEAEAE EMD
PTLG033 0.8983495235443115 IFNa_LPS_Control_1 p38 none 0 #AEAEAE EMD
PTLG033 1.6887998580932617 IFNa_LPS_Control_2 p38 none 0 #AEAEAE EMD
PTLG033 0.26195016503334045 Unstim_Control_1 p38 none 0 #AEAEAE EMD
PTLG033 0.3056015968322754 Unstim_Control_2 p38 none 0 #AEAEAE EMD
PTLG034 0.7932997345924377 IFNa_LPS_Control_1 p38 none 0 #AEAEAE EMD
PTLG034 2.0000998973846436 IFNa_LPS_Control_2 p38 none 0 #AEAEAE EMD
PTLG034 0.40355002880096436 Unstim_Control_1 p38 none 0 #AEAEAE EMD
PTLG034 0.5592005252838135 Unstim_Control_2 p38 none 0 #AEAEAE EMD
PTLG021 0.29024961590766907 IFNa_LPS_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG021 0.38140004873275757 IFNa_LPS_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG021 0.2409999966621399 Unstim_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG021 0.2822999656200409 Unstim_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG025 0.25890052318573 IFNa_LPS_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG025 0.3013502359390259 IFNa_LPS_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG025 0.24579957127571106 Unstim_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG025 0.20889998972415924 Unstim_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG026 0.22709952294826508 IFNa_LPS_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG026 0.2851499617099762 IFNa_LPS_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG026 0.23649923503398895 Unstim_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG026 0.21754901111125946 Unstim_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG027 0.3158499598503113 IFNa_LPS_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG027 0.32179972529411316 IFNa_LPS_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG027 0.21440039575099945 Unstim_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG027 0.25634920597076416 Unstim_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG028 0.27189984917640686 IFNa_LPS_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG028 0.3013502359390259 IFNa_LPS_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG028 0.26170018315315247 Unstim_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG028 0.3036505877971649 Unstim_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG030 0.345350056886673 IFNa_LPS_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG030 0.3364499509334564 IFNa_LPS_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG030 0.3279995918273926 Unstim_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG030 0.24619968235492706 Unstim_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG031 0.6009498238563538 IFNa_LPS_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG031 0.45480066537857056 IFNa_LPS_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG031 0.35110047459602356 Unstim_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG031 0.3652009069919586 Unstim_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG032 0.35670000314712524 IFNa_LPS_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG032 0.3097502291202545 IFNa_LPS_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG032 0.23649923503398895 Unstim_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG032 0.26634976267814636 Unstim_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG033 0.39184966683387756 IFNa_LPS_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG033 0.32179972529411316 IFNa_LPS_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG033 0.3899996280670166 Unstim_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG033 0.29015034437179565 Unstim_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG034 0.2739500403404236 IFNa_LPS_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG034 0.24935008585453033 IFNa_LPS_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG034 0.28209900856018066 Unstim_Control_1 TCRgd none 0 #AEAEAE EMD
PTLG034 0.2177000194787979 Unstim_Control_2 TCRgd none 0 #AEAEAE EMD
PTLG021 1.2604498863220215 IFNa_LPS_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG021 0.9049502015113831 IFNa_LPS_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG021 0.1680016964673996 Unstim_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG021 0.18750004470348358 Unstim_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG025 1.2040499448776245 IFNa_LPS_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG025 0.5970498323440552 IFNa_LPS_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG025 0.20180000364780426 Unstim_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG025 0.22789998352527618 Unstim_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG026 0.8641499876976013 IFNa_LPS_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG026 0.8120999336242676 IFNa_LPS_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG026 0.20954960584640503 Unstim_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG026 0.2189496010541916 Unstim_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG027 1.315600037574768 IFNa_LPS_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG027 1.3549000024795532 IFNa_LPS_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG027 0.154049813747406 Unstim_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG027 0.20549948513507843 Unstim_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG028 1.2651997804641724 IFNa_LPS_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG028 0.5213500261306763 IFNa_LPS_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG028 0.20180000364780426 Unstim_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG028 0.19089989364147186 Unstim_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG030 1.3388999700546265 IFNa_LPS_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG030 0.5425998568534851 IFNa_LPS_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG030 0.1680016964673996 Unstim_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG030 0.2174999713897705 Unstim_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG031 1.2651997804641724 IFNa_LPS_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG031 1.1742500066757202 IFNa_LPS_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG031 0.45510029792785645 Unstim_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG031 0.4268006980419159 Unstim_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG032 2.0350501537323 IFNa_LPS_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG032 1.8069499731063843 IFNa_LPS_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG032 0.48855069279670715 Unstim_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG032 0.5525506138801575 Unstim_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG033 2.00534987449646 IFNa_LPS_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG033 0.5970498323440552 IFNa_LPS_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG033 0.1636495292186737 Unstim_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG033 0.2236499935388565 Unstim_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG034 2.023599863052368 IFNa_LPS_Control_1 STAT1 none 0 #AEAEAE EMD
