batch value control marker flagged_batch batch_effect cols type
PTLG034 0.5526000261306763 IFNa_LPS_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG034 0.3256485164165497 Unstim_Control_1 STAT1 none 0 #AEAEAE EMD
PTLG034 0.42535069584846497 Unstim_Control_2 STAT1 none 0 #AEAEAE EMD
PTLG021 1.3696000576019287 IFNa_LPS_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG021 1.360300064086914 IFNa_LPS_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG021 0.6064499616622925 Unstim_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG021 0.6035999655723572 Unstim_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG025 1.4361000061035156 IFNa_LPS_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG025 1.2851505279541016 IFNa_LPS_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG025 0.5267500877380371 Unstim_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG025 0.6258997321128845 Unstim_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG026 1.2787001132965088 IFNa_LPS_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG026 1.0805997848510742 IFNa_LPS_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG026 0.5107000470161438 Unstim_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG026 0.4271003007888794 Unstim_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG027 1.3356502056121826 IFNa_LPS_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG027 0.9006999731063843 IFNa_LPS_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG027 0.4883997142314911 Unstim_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG027 0.43314993381500244 Unstim_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG028 1.2153998613357544 IFNa_LPS_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG028 0.9892500042915344 IFNa_LPS_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG028 0.4236001968383789 Unstim_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG028 0.4049999713897705 Unstim_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG030 1.1252999305725098 IFNa_LPS_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG030 1.145400047302246 IFNa_LPS_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG030 0.4883997142314911 Unstim_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG030 0.4290500283241272 Unstim_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG031 2.1382498741149902 IFNa_LPS_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG031 1.2214499711990356 IFNa_LPS_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG031 0.7897498607635498 Unstim_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG031 0.5963003635406494 Unstim_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG032 2.5241498947143555 IFNa_LPS_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG032 1.4607999324798584 IFNa_LPS_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG032 0.8334999084472656 Unstim_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG032 0.8000500202178955 Unstim_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG033 1.8891000747680664 IFNa_LPS_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG033 0.9892498850822449 IFNa_LPS_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG033 0.7464498281478882 Unstim_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG033 0.4448496401309967 Unstim_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG034 1.9460500478744507 IFNa_LPS_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG034 1.0713999271392822 IFNa_LPS_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG034 0.4289001524448395 Unstim_Control_1 STAT3 none 0 #AEAEAE EMD
PTLG034 0.4448496401309967 Unstim_Control_2 STAT3 none 0 #AEAEAE EMD
PTLG021 1.416849970817566 IFNa_LPS_Control_1 S6 none 0 #AEAEAE EMD
PTLG021 0.5300498008728027 IFNa_LPS_Control_2 S6 none 0 #AEAEAE EMD
PTLG021 1.1259499788284302 Unstim_Control_1 S6 none 0 #AEAEAE EMD
PTLG021 0.7736999988555908 Unstim_Control_2 S6 none 0 #AEAEAE EMD
PTLG025 1.178749918937683 IFNa_LPS_Control_1 S6 none 0 #AEAEAE EMD
PTLG025 0.49584999680519104 IFNa_LPS_Control_2 S6 none 0 #AEAEAE EMD
PTLG025 0.9853999614715576 Unstim_Control_1 S6 none 0 #AEAEAE EMD
PTLG025 0.8632997870445251 Unstim_Control_2 S6 none 0 #AEAEAE EMD
PTLG026 0.8694499731063843 IFNa_LPS_Control_1 S6 none 0 #AEAEAE EMD
PTLG026 1.1475999355316162 IFNa_LPS_Control_2 S6 none 0 #AEAEAE EMD
PTLG026 1.063000202178955 Unstim_Control_1 S6 none 0 #AEAEAE EMD
PTLG026 0.9527499675750732 Unstim_Control_2 S6 none 0 #AEAEAE EMD
PTLG027 0.9125000834465027 IFNa_LPS_Control_1 S6 none 0 #AEAEAE EMD
PTLG027 1.1130000352859497 IFNa_LPS_Control_2 S6 none 0 #AEAEAE EMD
PTLG027 0.9491001963615417 Unstim_Control_1 S6 none 0 #AEAEAE EMD
PTLG027 1.1129999160766602 Unstim_Control_2 S6 none 0 #AEAEAE EMD
PTLG028 0.9125000834465027 IFNa_LPS_Control_1 S6 none 0 #AEAEAE EMD
PTLG028 0.5015000700950623 IFNa_LPS_Control_2 S6 none 0 #AEAEAE EMD
PTLG028 1.1391499042510986 Unstim_Control_1 S6 none 0 #AEAEAE EMD
PTLG028 0.9824498891830444 Unstim_Control_2 S6 none 0 #AEAEAE EMD
PTLG030 0.8302499055862427 IFNa_LPS_Control_1 S6 none 0 #AEAEAE EMD
PTLG030 0.8001999855041504 IFNa_LPS_Control_2 S6 none 0 #AEAEAE EMD
PTLG030 1.0368499755859375 Unstim_Control_1 S6 none 0 #AEAEAE EMD
PTLG030 0.8844498991966248 Unstim_Control_2 S6 none 0 #AEAEAE EMD
PTLG031 1.3736498355865479 IFNa_LPS_Control_1 S6 none 0 #AEAEAE EMD
PTLG031 1.54604971408844 IFNa_LPS_Control_2 S6 none 0 #AEAEAE EMD
PTLG031 1.2657498121261597 Unstim_Control_1 S6 none 0 #AEAEAE EMD
PTLG031 0.9400001168251038 Unstim_Control_2 S6 none 0 #AEAEAE EMD
PTLG032 0.9804999828338623 IFNa_LPS_Control_1 S6 none 0 #AEAEAE EMD
PTLG032 1.3098493814468384 IFNa_LPS_Control_2 S6 none 0 #AEAEAE EMD
PTLG032 1.0368499755859375 Unstim_Control_1 S6 none 0 #AEAEAE EMD
PTLG032 0.78184974193573 Unstim_Control_2 S6 none 0 #AEAEAE EMD
PTLG033 1.4390000104904175 IFNa_LPS_Control_1 S6 none 0 #AEAEAE EMD
PTLG033 0.5242999792098999 IFNa_LPS_Control_2 S6 none 0 #AEAEAE EMD
PTLG033 1.327100396156311 Unstim_Control_1 S6 none 0 #AEAEAE EMD
PTLG033 1.20229971408844 Unstim_Control_2 S6 none 0 #AEAEAE EMD
PTLG034 2.088599920272827 IFNa_LPS_Control_1 S6 none 0 #AEAEAE EMD
PTLG034 0.8001999855041504 IFNa_LPS_Control_2 S6 none 0 #AEAEAE EMD
PTLG034 1.7397997379302979 Unstim_Control_1 S6 none 0 #AEAEAE EMD
PTLG034 1.613450050354004 Unstim_Control_2 S6 none 0 #AEAEAE EMD
PTLG021 1.0079495906829834 IFNa_LPS_Control_1 CD33 none 0 #AEAEAE EMD
PTLG021 0.8776500225067139 IFNa_LPS_Control_2 CD33 none 0 #AEAEAE EMD
PTLG021 0.9127497673034668 Unstim_Control_1 CD33 none 0 #AEAEAE EMD
PTLG021 2.0146000385284424 Unstim_Control_2 CD33 none 0 #AEAEAE EMD
PTLG025 1.0079495906829834 IFNa_LPS_Control_1 CD33 none 0 #AEAEAE EMD
PTLG025 0.8776500225067139 IFNa_LPS_Control_2 CD33 none 0 #AEAEAE EMD
PTLG025 1.29069983959198 Unstim_Control_1 CD33 none 0 #AEAEAE EMD
PTLG025 1.7008002996444702 Unstim_Control_2 CD33 none 0 #AEAEAE EMD
PTLG026 1.4481498003005981 IFNa_LPS_Control_1 CD33 none 0 #AEAEAE EMD
PTLG026 1.3141001462936401 IFNa_LPS_Control_2 CD33 none 0 #AEAEAE EMD
PTLG026 0.8798499703407288 Unstim_Control_1 CD33 none 0 #AEAEAE EMD
PTLG026 1.276399850845337 Unstim_Control_2 CD33 none 0 #AEAEAE EMD
PTLG027 0.9383998513221741 IFNa_LPS_Control_1 CD33 none 0 #AEAEAE EMD
PTLG027 0.9267499446868896 IFNa_LPS_Control_2 CD33 none 0 #AEAEAE EMD
PTLG027 0.823550283908844 Unstim_Control_1 CD33 none 0 #AEAEAE EMD
PTLG027 1.276399850845337 Unstim_Control_2 CD33 none 0 #AEAEAE EMD
PTLG028 1.1078498363494873 IFNa_LPS_Control_1 CD33 none 0 #AEAEAE EMD
PTLG028 1.4442499876022339 IFNa_LPS_Control_2 CD33 none 0 #AEAEAE EMD
PTLG028 1.0490500926971436 Unstim_Control_1 CD33 none 0 #AEAEAE EMD
PTLG028 1.744749903678894 Unstim_Control_2 CD33 none 0 #AEAEAE EMD
PTLG030 1.6236501932144165 IFNa_LPS_Control_1 CD33 none 0 #AEAEAE EMD
PTLG030 0.96135014295578 IFNa_LPS_Control_2 CD33 none 0 #AEAEAE EMD
PTLG030 0.9899500012397766 Unstim_Control_1 CD33 none 0 #AEAEAE EMD
PTLG030 1.1672497987747192 Unstim_Control_2 CD33 none 0 #AEAEAE EMD
PTLG031 2.33709979057312 IFNa_LPS_Control_1 CD33 none 0 #AEAEAE EMD
PTLG031 1.455649971961975 IFNa_LPS_Control_2 CD33 none 0 #AEAEAE EMD
PTLG031 2.4401001930236816 Unstim_Control_1 CD33 none 0 #AEAEAE EMD
PTLG031 1.8822003602981567 Unstim_Control_2 CD33 none 0 #AEAEAE EMD
PTLG032 2.8585500717163086 IFNa_LPS_Control_1 CD33 none 0 #AEAEAE EMD
PTLG032 2.570399761199951 IFNa_LPS_Control_2 CD33 none 0 #AEAEAE EMD
PTLG032 3.4794507026672363 Unstim_Control_1 CD33 PTLG032 1 #8E000C EMD
PTLG032 2.6299500465393066 Unstim_Control_2 CD33 none 0 #AEAEAE EMD
PTLG033 1.7931498289108276 IFNa_LPS_Control_1 CD33 none 0 #AEAEAE EMD
PTLG033 0.7524999976158142 IFNa_LPS_Control_2 CD33 none 0 #AEAEAE EMD
PTLG033 1.2873499393463135 Unstim_Control_1 CD33 none 0 #AEAEAE EMD
PTLG033 2.0025999546051025 Unstim_Control_2 CD33 none 0 #AEAEAE EMD
PTLG034 0.9003000259399414 IFNa_LPS_Control_1 CD33 none 0 #AEAEAE EMD
PTLG034 1.0184000730514526 IFNa_LPS_Control_2 CD33 none 0 #AEAEAE EMD
PTLG034 0.873499870300293 Unstim_Control_1 CD33 none 0 #AEAEAE EMD
PTLG034 1.1294499635696411 Unstim_Control_2 CD33 none 0 #AEAEAE EMD
PTLG021 0.9944000244140625 IFNa_LPS_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG021 1.0267999172210693 IFNa_LPS_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG021 0.9720000624656677 Unstim_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG021 0.6585500836372375 Unstim_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG025 1.0887999534606934 IFNa_LPS_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG025 1.2532508373260498 IFNa_LPS_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG025 1.1996500492095947 Unstim_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG025 0.7895000576972961 Unstim_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG026 2.557499885559082 IFNa_LPS_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG026 3.339200019836426 IFNa_LPS_Control_2 MAPKAPK2 PTLG026 1 #8E000C EMD
PTLG026 2.015150308609009 Unstim_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG026 2.3371999263763428 Unstim_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG027 2.0436999797821045 IFNa_LPS_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG027 2.494499921798706 IFNa_LPS_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG027 1.2290501594543457 Unstim_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG027 1.4233496189117432 Unstim_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG028 1.0284500122070312 IFNa_LPS_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG028 0.9985001683235168 IFNa_LPS_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG028 0.8313999772071838 Unstim_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG028 0.7124499678611755 Unstim_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG030 0.9485000967979431 IFNa_LPS_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG030 0.8767003417015076 IFNa_LPS_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG030 0.9564501047134399 Unstim_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG030 0.6280500888824463 Unstim_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG031 1.0284500122070312 IFNa_LPS_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG031 1.2532508373260498 IFNa_LPS_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG031 0.9720000624656677 Unstim_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG031 0.9860498905181885 Unstim_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG032 1.1347999572753906 IFNa_LPS_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG032 0.7842000722885132 IFNa_LPS_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG032 0.6872000098228455 Unstim_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG032 0.6597501039505005 Unstim_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG033 1.8744001388549805 IFNa_LPS_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG033 2.0893499851226807 IFNa_LPS_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG033 1.415850043296814 Unstim_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG033 1.0623998641967773 Unstim_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG034 1.3393001556396484 IFNa_LPS_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG034 1.6751000881195068 IFNa_LPS_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG034 1.2236000299453735 Unstim_Control_1 MAPKAPK2 none 0 #AEAEAE EMD
PTLG034 0.7895000576972961 Unstim_Control_2 MAPKAPK2 none 0 #AEAEAE EMD
PTLG021 0.8441999554634094 IFNa_LPS_Control_1 Tbet none 0 #AEAEAE EMD
PTLG021 0.9243500828742981 IFNa_LPS_Control_2 Tbet none 0 #AEAEAE EMD
PTLG021 0.5708499550819397 Unstim_Control_1 Tbet none 0 #AEAEAE EMD
PTLG021 1.4121495485305786 Unstim_Control_2 Tbet none 0 #AEAEAE EMD
PTLG025 0.7583998441696167 IFNa_LPS_Control_1 Tbet none 0 #AEAEAE EMD
PTLG025 0.895950198173523 IFNa_LPS_Control_2 Tbet none 0 #AEAEAE EMD
PTLG025 0.8402500152587891 Unstim_Control_1 Tbet none 0 #AEAEAE EMD
PTLG025 0.9076500535011292 Unstim_Control_2 Tbet none 0 #AEAEAE EMD
PTLG026 1.2863001823425293 IFNa_LPS_Control_1 Tbet none 0 #AEAEAE EMD
PTLG026 1.6504497528076172 IFNa_LPS_Control_2 Tbet none 0 #AEAEAE EMD
PTLG026 0.885749876499176 Unstim_Control_1 Tbet none 0 #AEAEAE EMD
PTLG026 1.5089000463485718 Unstim_Control_2 Tbet none 0 #AEAEAE EMD
PTLG027 0.873749852180481 IFNa_LPS_Control_1 Tbet none 0 #AEAEAE EMD
PTLG027 0.9528501629829407 IFNa_LPS_Control_2 Tbet none 0 #AEAEAE EMD
PTLG027 0.7307499647140503 Unstim_Control_1 Tbet none 0 #AEAEAE EMD
PTLG027 0.9534499049186707 Unstim_Control_2 Tbet none 0 #AEAEAE EMD
PTLG028 0.9197500348091125 IFNa_LPS_Control_1 Tbet none 0 #AEAEAE EMD
PTLG028 0.9528501629829407 IFNa_LPS_Control_2 Tbet none 0 #AEAEAE EMD
PTLG028 1.1848998069763184 Unstim_Control_1 Tbet none 0 #AEAEAE EMD
PTLG028 1.1854997873306274 Unstim_Control_2 Tbet none 0 #AEAEAE EMD
PTLG030 0.9799001216888428 IFNa_LPS_Control_1 Tbet none 0 #AEAEAE EMD
PTLG030 1.0147000551223755 IFNa_LPS_Control_2 Tbet none 0 #AEAEAE EMD
PTLG030 0.949199914932251 Unstim_Control_1 Tbet none 0 #AEAEAE EMD
PTLG030 1.0298001766204834 Unstim_Control_2 Tbet none 0 #AEAEAE EMD
PTLG031 1.7195500135421753 IFNa_LPS_Control_1 Tbet none 0 #AEAEAE EMD
PTLG031 1.9132499694824219 IFNa_LPS_Control_2 Tbet none 0 #AEAEAE EMD
PTLG031 1.749500036239624 Unstim_Control_1 Tbet none 0 #AEAEAE EMD
PTLG031 1.8350000381469727 Unstim_Control_2 Tbet none 0 #AEAEAE EMD
PTLG032 1.9814000129699707 IFNa_LPS_Control_1 Tbet none 0 #AEAEAE EMD
PTLG032 1.8777499198913574 IFNa_LPS_Control_2 Tbet none 0 #AEAEAE EMD
PTLG032 1.784850001335144 Unstim_Control_1 Tbet none 0 #AEAEAE EMD
PTLG032 2.0279500484466553 Unstim_Control_2 Tbet none 0 #AEAEAE EMD
PTLG033 0.8441999554634094 IFNa_LPS_Control_1 Tbet none 0 #AEAEAE EMD
PTLG033 1.0115503072738647 IFNa_LPS_Control_2 Tbet none 0 #AEAEAE EMD
PTLG033 0.6640000343322754 Unstim_Control_1 Tbet none 0 #AEAEAE EMD
PTLG033 0.9486998915672302 Unstim_Control_2 Tbet none 0 #AEAEAE EMD
PTLG034 0.6854499578475952 IFNa_LPS_Control_1 Tbet none 0 #AEAEAE EMD
PTLG034 0.8435999155044556 IFNa_LPS_Control_2 Tbet none 0 #AEAEAE EMD
PTLG034 0.7307499647140503 Unstim_Control_1 Tbet none 0 #AEAEAE EMD
PTLG034 0.8232000470161438 Unstim_Control_2 Tbet none 0 #AEAEAE EMD
PTLG021 0.9039999842643738 IFNa_LPS_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG021 1.2376999855041504 IFNa_LPS_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG021 0.9410502910614014 Unstim_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG021 1.2830499410629272 Unstim_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG025 0.6054498553276062 IFNa_LPS_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG025 0.9387499690055847 IFNa_LPS_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG025 0.8198000192642212 Unstim_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG025 0.8880997896194458 Unstim_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG026 0.9912496209144592 IFNa_LPS_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG026 1.1816003322601318 IFNa_LPS_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG026 1.0675498247146606 Unstim_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG026 0.9752504229545593 Unstim_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG027 1.1359493732452393 IFNa_LPS_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG027 1.403950572013855 IFNa_LPS_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG027 1.4060003757476807 Unstim_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG027 1.2934997081756592 Unstim_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG028 0.5087000727653503 IFNa_LPS_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG028 0.9387499690055847 IFNa_LPS_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG028 0.863150417804718 Unstim_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG028 0.46639999747276306 Unstim_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG030 0.6479997038841248 IFNa_LPS_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG030 0.7837501168251038 IFNa_LPS_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG030 0.8198000192642212 Unstim_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG030 0.8749499917030334 Unstim_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG031 0.9164999723434448 IFNa_LPS_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG031 1.2829499244689941 IFNa_LPS_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG031 1.0861502885818481 Unstim_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG031 0.8749499917030334 Unstim_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG032 0.6179999709129333 IFNa_LPS_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG032 0.7837501168251038 IFNa_LPS_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG032 0.5705500841140747 Unstim_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG032 0.4993002116680145 Unstim_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG033 0.6784997582435608 IFNa_LPS_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG033 0.8888999819755554 IFNa_LPS_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG033 0.8090000152587891 Unstim_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG033 0.5810001492500305 Unstim_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG034 0.6784997582435608 IFNa_LPS_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG034 0.9387997388839722 IFNa_LPS_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG034 0.7766995429992676 Unstim_Control_1 FoxP3 none 0 #AEAEAE EMD
PTLG034 0.8438501954078674 Unstim_Control_2 FoxP3 none 0 #AEAEAE EMD
PTLG021 0.39674994349479675 IFNa_LPS_Control_1 IkB none 0 #AEAEAE EMD
PTLG021 0.33010032773017883 IFNa_LPS_Control_2 IkB none 0 #AEAEAE EMD
PTLG021 0.4310000538825989 Unstim_Control_1 IkB none 0 #AEAEAE EMD
PTLG021 0.3078001141548157 Unstim_Control_2 IkB none 0 #AEAEAE EMD
PTLG025 0.4853000342845917 IFNa_LPS_Control_1 IkB none 0 #AEAEAE EMD
PTLG025 0.49710017442703247 IFNa_LPS_Control_2 IkB none 0 #AEAEAE EMD
PTLG025 0.4799000024795532 Unstim_Control_1 IkB none 0 #AEAEAE EMD
PTLG025 0.42525023221969604 Unstim_Control_2 IkB none 0 #AEAEAE EMD
PTLG026 0.7652497887611389 IFNa_LPS_Control_1 IkB none 0 #AEAEAE EMD
PTLG026 0.9177494645118713 IFNa_LPS_Control_2 IkB none 0 #AEAEAE EMD
PTLG026 1.1637500524520874 Unstim_Control_1 IkB none 0 #AEAEAE EMD
PTLG026 1.0477503538131714 Unstim_Control_2 IkB none 0 #AEAEAE EMD
PTLG027 0.5603998899459839 IFNa_LPS_Control_1 IkB none 0 #AEAEAE EMD
PTLG027 0.6060997247695923 IFNa_LPS_Control_2 IkB none 0 #AEAEAE EMD
PTLG027 0.9402003884315491 Unstim_Control_1 IkB none 0 #AEAEAE EMD
PTLG027 0.7275000214576721 Unstim_Control_2 IkB none 0 #AEAEAE EMD
PTLG028 0.3827000856399536 IFNa_LPS_Control_1 IkB none 0 #AEAEAE EMD
PTLG028 0.32670047879219055 IFNa_LPS_Control_2 IkB none 0 #AEAEAE EMD
PTLG028 0.619949996471405 Unstim_Control_1 IkB none 0 #AEAEAE EMD
PTLG028 0.5268504023551941 Unstim_Control_2 IkB none 0 #AEAEAE EMD
PTLG030 0.5161500573158264 IFNa_LPS_Control_1 IkB none 0 #AEAEAE EMD
PTLG030 0.3913502097129822 IFNa_LPS_Control_2 IkB none 0 #AEAEAE EMD
PTLG030 0.6069496870040894 Unstim_Control_1 IkB none 0 #AEAEAE EMD
PTLG030 0.5159001350402832 Unstim_Control_2 IkB none 0 #AEAEAE EMD
PTLG031 0.4853000342845917 IFNa_LPS_Control_1 IkB none 0 #AEAEAE EMD
PTLG031 0.49710017442703247 IFNa_LPS_Control_2 IkB none 0 #AEAEAE EMD
PTLG031 0.619949996471405 Unstim_Control_1 IkB none 0 #AEAEAE EMD
PTLG031 0.5268504023551941 Unstim_Control_2 IkB none 0 #AEAEAE EMD
PTLG032 0.3515002131462097 IFNa_LPS_Control_1 IkB none 0 #AEAEAE EMD
PTLG032 0.4280000329017639 IFNa_LPS_Control_2 IkB none 0 #AEAEAE EMD
PTLG032 0.35429999232292175 Unstim_Control_1 IkB none 0 #AEAEAE EMD
PTLG032 0.28769993782043457 Unstim_Control_2 IkB none 0 #AEAEAE EMD
PTLG033 1.0401992797851562 IFNa_LPS_Control_1 IkB none 0 #AEAEAE EMD
PTLG033 0.9603997468948364 IFNa_LPS_Control_2 IkB none 0 #AEAEAE EMD
PTLG033 1.556999921798706 Unstim_Control_1 IkB none 0 #AEAEAE EMD
PTLG033 1.6848496198654175 Unstim_Control_2 IkB none 0 #AEAEAE EMD
PTLG034 0.7988498210906982 IFNa_LPS_Control_1 IkB none 0 #AEAEAE EMD
PTLG034 1.1871998310089111 IFNa_LPS_Control_2 IkB none 0 #AEAEAE EMD
PTLG034 1.4149000644683838 Unstim_Control_1 IkB none 0 #AEAEAE EMD
PTLG034 1.5064997673034668 Unstim_Control_2 IkB none 0 #AEAEAE EMD
PTLG021 1.4773000478744507 IFNa_LPS_Control_1 CD16 none 0 #AEAEAE EMD
PTLG021 2.0306501388549805 IFNa_LPS_Control_2 CD16 none 0 #AEAEAE EMD
PTLG021 1.6651501655578613 Unstim_Control_1 CD16 none 0 #AEAEAE EMD
PTLG021 2.4638500213623047 Unstim_Control_2 CD16 none 0 #AEAEAE EMD
PTLG025 1.988900065422058 IFNa_LPS_Control_1 CD16 none 0 #AEAEAE EMD
PTLG025 1.613800048828125 IFNa_LPS_Control_2 CD16 none 0 #AEAEAE EMD
PTLG025 1.6381500959396362 Unstim_Control_1 CD16 none 0 #AEAEAE EMD
PTLG025 2.123199701309204 Unstim_Control_2 CD16 none 0 #AEAEAE EMD
PTLG026 0.8481000065803528 IFNa_LPS_Control_1 CD16 none 0 #AEAEAE EMD
PTLG026 2.615600109100342 IFNa_LPS_Control_2 CD16 none 0 #AEAEAE EMD
PTLG026 2.6595001220703125 Unstim_Control_1 CD16 none 0 #AEAEAE EMD
PTLG026 3.1728997230529785 Unstim_Control_2 CD16 PTLG026 1 #8E000C EMD
PTLG027 1.252250075340271 IFNa_LPS_Control_1 CD16 none 0 #AEAEAE EMD
PTLG027 3.0836501121520996 IFNa_LPS_Control_2 CD16 PTLG027 1 #8E000C EMD
PTLG027 3.272599935531616 Unstim_Control_1 CD16 PTLG027 1 #8E000C EMD
PTLG027 3.667949676513672 Unstim_Control_2 CD16 PTLG027 1 #8E000C EMD
